datetime,hvac,air_temp,relative_humidity_set_1,solar_radiation_set_1,dew_point_temperature_set_1d,dayofweek,hourofday,kernel_0,kernel_1,kernel_2,kernel_3,kernel_4,kernel_5
2018-10-19 19:00:00,74.12596520000001,39.4725,59.035000000000004,623.275,11.6525,4,19,9.227925477313734e-88,3.9828391850391884e-67,0.9999999455116411,8.447066769065009e-24,5.438219767453313e-08,1.0602054571076357e-10
2018-10-19 20:00:00,75.874869045,42.037499999999994,53.362500000000004,634.825,11.354999999999999,4,20,3.510035321488139e-89,9.452936507685108e-68,0.9999999981767119,1.0858215922098319e-24,1.8151317708917517e-09,8.02814308878838e-12
2018-10-19 21:00:00,78.05367856999999,44.915,47.0,591.25,10.855,4,21,3.9460581076407036e-86,2.8569209803362383e-69,0.9999999999405592,9.215670371944754e-25,5.477843211825849e-11,4.206513018301847e-12
2018-10-19 22:00:00,83.1401172175,45.43,43.8675,492.0,9.962500000000002,4,22,4.360404782046328e-80,2.8102316681537284e-72,0.9999999999908378,9.440715876740805e-24,2.6959474661348366e-12,3.5018976956133588e-12
2018-10-19 23:00:00,82.12872767750001,45.88499999999999,42.605000000000004,351.775,9.65,4,23,2.246286303177219e-73,1.6177684539135755e-74,0.9999999999085494,3.2548551626155555e-22,2.991735190947524e-13,1.5457749306018237e-11
2018-10-20 00:00:00,85.6827087675,44.097500000000004,44.1225,185.29999999999998,9.1975,5,0,3.2578636886898997e-121,3.6484068612248895e-164,0.01581794859324212,0.983563812371152,2.867965902144639e-12,0.0006182384884049852
2018-10-20 01:00:00,73.7271546475,42.125,42.870000000000005,28.602500000000003,7.2,5,1,2.069778929611156e-114,1.1163422559188858e-157,0.0326000321429531,0.9672403170425101,2.336546729101808e-12,0.00015965023756128263
2018-10-20 02:00:00,82.20257440500001,43.8275,28.037499999999998,0.03,2.3274999999999997,5,2,1.5896523046247188e-118,1.2160439092980855e-174,0.000446333872960684,0.9992909333363504,3.1399531179940193e-15,0.0002627282631989558
2018-10-20 03:00:00,73.53399999999999,44.2275,32.8775,0.0,4.775,5,3,3.9187384919114687e-112,8.119563141196383e-158,0.00502720962351537,0.9947746252707873,1.4735369810401285e-14,0.00019816376957924355
2018-10-20 04:00:00,65.1801666675,42.239999999999995,35.0325,0.0,4.715,5,4,2.1489684821013186e-105,3.250454276024524e-145,0.0635751830755338,0.9324515313347331,2.643323450478203e-11,0.003973281317647039
2018-10-20 05:00:00,62.473565474999994,39.5225,37.769999999999996,0.0,4.5425,5,5,2.2666717860160863e-102,2.3247694288136915e-139,0.04697051776964106,0.9520644606929113,9.347992206971602e-10,0.0009650196600660628
2018-10-20 06:00:00,59.920372022500004,36.4525,37.4325,0.0,3.0875000000000004,5,6,8.867019214859292e-100,6.383845445747616e-133,0.24327674524463846,0.7201264693319314,9.329043702267337e-07,0.0365958448305788
2018-10-20 07:00:00,61.0314583325,33.692499999999995,44.7975,0.0,4.4125,5,7,1.2769761821937915e-96,2.2295394158301493e-123,0.9473875250993483,0.02561085193958982,0.0001839216791037616,0.026817699700852068
2018-10-20 08:00:00,58.32265785,29.189999999999998,64.1675,0.0,7.4425,5,8,1.526099281505291e-93,1.287770282636594e-112,0.9984432250712936,8.049314613321455e-06,0.0015217821645784379,2.694344811218148e-05
2018-10-20 09:00:00,59.17176282,24.622500000000002,86.15,0.0,9.575,5,9,4.183640996389698e-92,1.4627819284379105e-107,0.9979801696917399,2.8078594274864037e-09,0.0020196551648357245,1.7233550664820744e-07
2018-10-20 10:00:00,58.0574345225,24.5475,83.9625,0.0275,8.9875,5,10,2.7939352350589105e-92,1.7916728791227732e-107,0.9975454265823432,1.5139145468932662e-09,0.002454468731666519,1.0317202355738947e-07
2018-10-20 11:00:00,60.883625,26.495000000000005,70.4675,0.03,7.415,5,11,9.907730116564277e-93,1.0829483122510623e-108,0.9922205895221423,1.3878626571211195e-08,0.007777690517617622,1.7060811325071858e-06
2018-10-20 12:00:00,60.7701339275,22.425,84.125,0.06999999999999999,8.3025,5,12,1.5363107276587048e-92,2.534811214238755e-107,0.9914257219571472,4.976414376070422e-11,0.008574223485127859,5.45078160620894e-08
2018-10-20 13:00:00,57.50233333,20.705,94.25,0.10500000000000001,9.175,5,13,8.579324570614934e-93,9.235236407854762e-108,0.9951799204916698,6.319890874722795e-13,0.004820070388760069,9.118728735266857e-09
2018-10-20 14:00:00,60.377936122499996,31.8125,54.5,3.965,5.765,5,14,8.31296294467326e-93,8.167847524885803e-110,0.9988779368129292,5.913455153221115e-08,0.0011076227908091952,1.4381227225196924e-05
2018-10-20 15:00:00,62.32020238250001,30.822499999999998,58.625,109.59,7.0600000000000005,5,15,1.6747643950346938e-92,4.788830013957699e-108,0.9950262567194114,2.287263380559059e-10,0.004972092232173928,1.650812322667697e-06
2018-10-20 16:00:00,57.677249999999994,29.012500000000003,68.7925,278.5,8.442499999999999,5,16,3.493535319497926e-97,7.490104821940585e-107,0.989024586613869,4.2596665732226055e-15,0.010975399884192865,1.3501699043131656e-08
2018-10-20 17:00:00,55.231199405,28.2275,80.97999999999999,431.95000000000005,10.790000000000001,5,17,4.590565660045844e-107,2.048509904523401e-107,0.998367773287506,1.8714155994759076e-19,0.0016322264834307096,2.289828869467727e-10
2018-10-20 18:00:00,55.7356080575,32.2625,72.6575,552.3,11.2875,5,18,3.100178133553204e-116,9.887240172721241e-107,0.9979705288581462,2.03849489616875e-21,0.0020294710171284897,1.2461479037440982e-10
2018-10-20 19:00:00,64.183136905,34.0775,68.07499999999999,620.5500000000001,11.2475,5,19,2.3903883571412463e-121,2.710412602468378e-106,0.9989883745899557,2.378642162325727e-24,0.0010116253416936978,6.816493348718423e-11
2018-10-20 20:00:00,66.21609524,39.5375,57.87,633.65,11.4,5,20,6.379064882628711e-122,1.2096149242799817e-105,0.9998244752074357,9.647902085811356e-26,0.00017552474987244938,4.234241666278053e-11
